browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.ismobile,promo_cateogry,totalspageviews,phone_no,customer_segment,gender,number_of_children,income,marital_status,vehicle_type,owns_vehicle,accomodation_status_rented_own,owns_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,type_of_card_held,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,savings_accounts,current_accounts,salary_accounts,millennia_cards,credit_cards,debit_cards,prepaid_cards,forex_cards,commercial_credit_cards,fixed_deposit,non_withdrawal_deposits,home_loan,personal_loan,business_growth_loan,two_wheeler_loan,easyemi_consumer_loan,bike_loan,car_loan,educational_loan,motor_insurance,home_insurance,domestic_help_insurance,travel_insurance,education_insurance,savings_accounts_amount,savings_accounts_interest_rate,savings_accounts_number_of_times_debited,savings_accounts_maximum_amt_debited,current_accounts_amount,current_accounts_interest_rate,current_accounts_number_of_times_debited,current_accounts_maximum_amt_debited,salary_accounts_amount,salary_accounts_interest_rate,salary_accounts_number_of_times_debited,salary_accounts_maximum_amt_debited,fd_amount,fd_interest_rate,non_withdrawl_deposit_amount,non_withdrawl_deposit_interest_rate,twl_Principal amount,twl_Loan to value of asset,twl_Date of loan disbursement,twl_Manufacturer details,twl_Dealer name,twl_Dealer location,twl_Amount paid,bike_twl_Principal amount,bike_twl_Loan to value of asset,bike_twl_Date of loan disbursement,bike_twl_Manufacturer details,bike_twl_Dealer name,bike_twl_Dealer location,bike_twl_Amount paid,car_Principal amount,car_Loan to value of asset,car_Date of loan disbursement,car_Manufacturer details,car_Dealer name,car_Dealer location,car_Amount paid,home_Principal amount,home_Loan to value of asset,home_Date of loan disbursement,home_Amount paid,personal_Principal amount,personal_Loan to value of asset,personal_Date of loan disbursement,personal_Amount paid,personal_purpose_category,business_Principal amount,business_Loan to value of asset,business_Date of loan disbursement,business_Amount paid,business_category,easyemi_Principal amount,easyemi_Loan to value of asset,easyemi_Date of loan disbursement,easyemi_Amount paid,easyemi_purpose_category,easyemi_dealer_name,easyemi_dealer_location,easyemi_product_manufacturer,edu_Principal amount,edu_Loan to value of asset,edu_Date of loan disbursement,edu_Amount paid,credit_card_Date of card issue,credit_card_Average spendings,credit_card_no_of_transactions,credit_card_max_spent_category,credit_card_max_trans_category,debit_card_Date of card issue,debit_card_Average spendings,debit_card_no_of_transactions,debit_card_max_spent_category,debit_card_max_trans_category,millennia_cards_Date of card issue,millennia_cards_Average spendings,millennia_cards_no_of_transactions,prepaid_cards_Date of card issue,prepaid_cards_Average spendings,prepaid_cards_no_of_transactions,forex_cards_Date of card issue,forex_cards_Average spendings,forex_cards_no_of_transactions,commercial_credit_cards_Date of card issue,commercial_credit_cards_Average spendings,commercial_credit_cards_no_of_transactions,travel_insurance_geographic_coverage,travel_insurance_premium_amount,travel_insurance_add_ons,travel_insurance_number_of_claims,travel_insurance_type_of_claim,travel_insurance_amount_of_claim,travel_insurance_month_of_claim,travel_insurance_number_of_adult_family_members_insured,travel_insurance_number_of_minor_family_members_insured,travel_insurance_sum_insured,home_insurance_coverage,home_insurance_premium_amount,home_insurance_add_ons,home_insurance_number_of_claims,home_insurance_type_of_claim,home_insurance_amount_of_claim,home_insurance_month_of_claim,home_insurance_type_of_property,home_insurance_sum_insured,motor_insurance_coverage,motor_insurance_premium_amount,motor_insurance_add_ons,motor_insurance_number_of_claims,motor_insurance_type_of_claim,motor_insurance_amount_of_claim,motor_insurance_month_of_claim,motor_insurance_type_of_vehicle,motor_insurance_sum_insured,domestic_help_insurance_coverage,domestic_help_insurance_premium_amount,domestic_help_insurance_add_ons,domestic_help_insurance_number_of_claims,domestic_help_insurance_type_of_claim,domestic_help_insurance_amount_of_claim,domestic_help_insurance_month_of_claim,domestic_help_insurance_sum_insured,medical_insurance_coverage,medical_insurance_premium_amount,medical_insurance_add_ons,medical_insurance_number_of_claims,medical_insurance_type_of_claim,medical_insurance_amount_of_claim,medical_insurance_month_of_claim,medical_insurance_number_of_adult_family_members_insured,medical_insurance_number_of_minor_family_members_insured,medical_insurance_sum_insured
1000034,12,12:10,comcastbusiness.net',Victoria West,2020-01-07,1,73,1,1,9,Refferal,youtube.com,edge,tablet,samsung,error: Field 'devicedevicecategory' not found,credit_card,5,851-374-6191,silver,female,2,75383.81,married,car,yes,rented,yes,shop_owner,547,21,28,16,2,0,Wróblew,39,business,permanent,standard,4/4/2019,88183,95805,47437,84318,20781,13347,60302,95957,63271,15919,19108,46073,2,9,5,3,8,1,2,8,3,3,7,3,28410,food,hobby,7681256,29,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6314951,0.5,128,81625,7023913,1,5,1533616,5918777,1.5,183,1964746,2681276,2,5384292,4.5,51665,13,2/6/2020,duke,O'Keefe-Anderson,Zimovniki,3845,614596,50,11/1/2019,yamaha,Nikolaus-Deckow,Kurba,9630,92143,23,7/16/2019,tata,Hilpert-Schuppe,Huzhou,1500,105389,34,3/13/2020,14,763187,41,2/23/2020,3284,electronics,634061,16,9/5/2019,783964,food,747273,94,9/3/2019,3121,other electronics,"Kuphal, Dietrich and Feest",Emiliano Zapata,redmi,55290,80,12/22/2019,2989,8/30/2019,293068,14,others,travel,6/5/2019,149216,80,leisure,leisure,3/15/2020,342283,4,1/8/2020,623102,26,6/2/2019,22444,100,12/23/2019,755686,74,international,24171,Mugging Coverage,4,Medical Coverage,2337509,4,1,1,1078503,Tenant Liability Coverage,109544,Domestic help Coverage,5,Tenant Liability Coverage,1078759,3,Villa,3601056,Strike Coverage,31595,First Aid Expenses Coverage Legal Expense Coverage,1,type5,450110,2,Car,5856261,Legal Expense Coverage Living Expense Coverage,15062,Medical Coverage,10,type1,15866,12,263580,Maternity Cover,145977,Critical illness cover,7,type1,3218451,12,1,1,8114770
1000139,596,17:26,comcast.net',Hayil,2020-01-07,3,7,1,1,8,Display,facebook.com,opera,tablet,micromax,error: Field 'devicedevicecategory' not found,accounts,8,608-524-6040,gold,female,3,28149.97,married,bike,yes,rented,no,pilot,474,77,84,51,6,1,Buerarema,39,business,permanent,standard,3/12/2019,72162,54076,77951,22460,47223,73563,25032,99819,77120,61789,40099,47482,6,8,5,2,9,7,5,2,9,2,2,2,20514,travel,tech,5718798,24,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,3305269,2.5,49,1240440,839081,2.5,171,1577724,4995913,6,63,1618226,4939240,1,8189267,6,794135,12,9/17/2019,tvs,Marquardt-Tremblay,SÃ£o Joaquim da Barra,1285,52854,23,5/11/2019,duke,"Cole, Wilkinson and Simonis",Erie,3552,69400,78,9/5/2019,maruti,Glover and Sons,KÃ¸benhavn,1184,676837,72,5/17/2019,98,813925,49,5/7/2019,3924,electronics,520658,97,1/12/2020,873502,travel,767244,63,8/5/2019,2643,other electronics,"Adams, Daugherty and Schiller",CaicÃ³,apple,465349,35,2/29/2020,2533,12/12/2019,561929,68,food,tech,5/28/2019,53216,6,travel,hobby,12/26/2019,102994,44,6/25/2019,888301,96,10/29/2019,589948,40,10/26/2019,464048,37,international,16931,Terrorist Attack Coverage,1,Repatriation of Remains Coverage,4952347,2,3,2,2127238,Basic Deductible Coverage Open Content Coverage,792717,Ancillary Deductible Coverage,1,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,6643265,10,Apartment,4302959,Strike Coverage,72381,Strike Coverage,2,type4,978900,8,Car,2397995,Lost Passport Coverage,23693,Medical Coverage,5,type5,498306,1,49058,Hospital cash,24813,Hospital cash,2,type1,5474992,10,1,2,782162
1000256,413,12:34,comcast.net',Chasŏng,2020-02-18,1,79,0,1,9,Paid,linkedin.com,chrome,mobile,micromax,error: Field 'devicedevicecategory' not found,accounts,9,692-311-7066,gold,female,4,58312.87,married,car,no,rented,yes,shop_owner,341,29,99,77,2,0,Saiki,40,business,temporary,standard,4/16/2019,36952,33835,75544,33304,33031,30250,73442,29454,46775,51507,23988,17182,4,6,7,9,2,1,8,8,2,6,2,6,21062,travel,tech,975185,8,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,5982805,5,154,1093354,6362923,4.5,94,1272839,9698233,3,75,1432550,1886740,2,817543,2.5,611459,95,10/7/2019,yamaha,"Walsh, Huels and Sauer",Tianjiaba,8962,200063,13,11/14/2019,suzuki,Emard-Zieme,TuchÃ³w,9764,37585,88,11/25/2019,hyundai,Schinner-Kiehn,Manadas,41,60125,30,12/16/2019,51,19190,68,7/17/2019,2088,travel,241963,96,3/2/2020,401532,trade,320091,82,12/15/2019,7977,mobile,"Swaniawski, Schulist and Torp",Cool Å±rhajÃ³,redmi,795327,82,10/12/2019,3984,11/28/2019,140274,83,travel,hobby,1/14/2020,634863,28,hobby,hobby,5/25/2019,819716,56,3/24/2019,475282,3,12/13/2019,120269,30,10/30/2019,716093,54,international,99927,,5,,1580192,3,2,2,3457457,Legal Expense Coverage Living Away Coverage,379344,Ancillary Deductible Coverage,5,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,6385615,6,Apartment,2871150,Permanent Partial Disability Coverage,69782,Number Plate Coverage,4,type1,620004,10,Motorbike,2612810,Medical Coverage,53011,Accidental Death Coverage,8,type4,266994,3,223560,Personal Accident cover,120367,Hospital cash,1,type2,4143892,3,2,1,7510623
1000284,251,4:42,comcast.net',Guangfu,2020-02-08,5,92,0,1,6,Social,google.com,chromium,mobile,lenovo,error: Field 'devicedevicecategory' not found,insurance,10,861-973-2455,gold,female,5,24496.29,unmarried,car,no,rented,yes,technicians,479,31,66,60,15,1,Lianhua,27,employed,temporary,standard,4/26/2019,97739,58007,70208,59120,75998,80097,93912,29798,16383,71546,27994,34989,2,1,1,3,3,9,6,1,2,1,8,2,20570,travel,food,6602912,75,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,6052155,0.5,81,1957906,4480232,2,95,1652767,4058818,3,179,1483755,6525029,5.5,5427473,4.5,429283,13,7/9/2019,tvs,"Beer, Tillman and Fadel",Andongwei,9853,979387,54,7/11/2019,yamaha,Medhurst-Howell,Cikuya,1667,50855,64,5/8/2019,tata,Wisozk-Kilback,Boston,8281,275767,43,9/21/2019,42,274427,41,5/13/2019,3579,travel,245079,52,5/18/2019,438141,trade,490517,49,6/14/2019,9811,laptops,"Deckow, Kessler and Cronin",Minneapolis,apple,814087,64,6/17/2019,8098,6/17/2019,880263,70,travel,leisure,10/1/2019,860986,88,leisure,food,5/6/2019,927768,56,12/28/2019,468711,51,11/9/2019,890979,36,10/19/2019,310237,100,international,31517,Dental Coverage,4,Countries Prohibited Coverage,2763614,8,4,1,4544871,Legal Expense Coverage Living Away Coverage,213618,Alternative Accommodation Coverage,3,Basic Deductible Coverage Open Content Coverage,6003539,4,Villa,4489125,Off Road Coverage,92628,Natural Calamity Coverage,1,type2,222879,3,Car,4121287,Personal Accident Coverage,79644,Personal Accident Coverage,8,type3,234080,1,277875,Maternity Cover,116995,Hospital cash,8,type1,6973174,12,3,2,5835499
1000325,456,8:15,verizon.net',Oriximiná,2020-02-03,5,61,1,1,7,Direct,youtube.com,brave,mobile,micromax,error: Field 'devicedevicecategory' not found,accounts,2,504-357-3552,silver,male,3,97394.77,married,bike,yes,rented,no,nurse,461,25,78,14,9,0,San Marcos,53,employed,temporary,gold,6/8/2019,79222,14150,65552,17069,47927,48866,69189,38761,24614,93423,90872,64450,4,3,7,6,2,10,4,2,8,1,6,4,22050,hospital,hobby,884364,31,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,5644301,0.5,132,838799,6216760,6,200,1185718,3262382,1.5,152,292569,5991765,5,791489,2,675863,64,12/3/2019,yamaha,"Pouros, Hand and Deckow",Xiangshan,6427,197861,95,6/2/2019,suzuki,"Stamm, Jaskolski and Marquardt",Meliau,9940,27470,30,7/11/2019,maruti,Cormier and Sons,Segbwema,7613,427185,26,9/30/2019,87,141052,56,8/4/2019,7695,electronics,685809,49,12/10/2019,128906,IT,268098,58,9/27/2019,4517,mobile,Altenwerth-Dicki,Srebrenica,redmi,487118,23,12/20/2019,8318,11/3/2019,402286,75,travel,hobby,6/18/2019,852151,59,leisure,food,8/20/2019,32885,32,12/7/2019,709358,96,2/16/2020,377908,67,4/27/2019,933146,37,international,97442,Rental Car Damage Coverage,4,,3778762,10,3,1,4108071,Basic Deductible Coverage Open Content Coverage,385241,Ancillary Deductible Coverage,2,Alternative Accommodation Coverage,3408814,3,Apartment,9161133,Accidental Death Coverage Child Seat Replacement Coverage,60161,Third Party Liability Coverage,1,type1,208212,5,Car,2691314,Personal Accident Coverage,18393,Legal Expense Coverage Living Expense Coverage,7,type1,232208,3,212813,Critical illness cover,76148,Personal Accident cover,6,type4,2874803,12,4,2,6931212
1000368,294,15:56,verizon.net',Airmadidi,2020-02-22,2,20,0,0,8,Direct,google.com,opera,tablet,micromax,error: Field 'devicedevicecategory' not found,accounts,2,612-907-2392,silver,male,5,15582.34,married,car,yes,rented,yes,technicians,692,96,56,51,8,0,Los Andes,26,employed,temporary,gold,5/10/2019,55827,47728,45462,31950,86026,97402,51647,54344,46153,44285,87734,55546,5,1,9,2,8,4,4,10,10,10,7,5,28063,hospital,travel,3583977,100,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,9308585,2,15,46614,7220989,0.5,160,1256207,61870,2.5,129,1925082,4223,5,1069444,6,624462,69,11/28/2019,yamaha,Zieme-McClure,Cumanayagua,5724,107269,52,4/5/2019,yamaha,Paucek Group,Chambray-lÃ¨s-Tours,7676,27698,37,11/10/2019,hyundai,Leannon Group,Sandefjord,986,929711,91,1/8/2020,37,743867,35,8/9/2019,6578,hospital,16669,62,6/17/2019,466830,food,201175,52,6/17/2019,8731,mobile,"Schiller, Rice and Bechtelar",Ponta PorÃ£,huwaei,871183,51,3/13/2020,9979,4/24/2019,778389,41,food,tech,8/19/2019,283630,17,hobby,hobby,12/19/2019,693639,81,10/30/2019,636667,90,3/4/2020,267189,75,1/19/2020,952402,16,international,87142,Identity Theft Coverage,4,Ski Equipment Coverage,1010815,6,4,1,2968475,Domestic help Coverage,937494,Accident Coverage,1,Ancillary Deductible Coverage,6748238,5,Villa,6672423,Permanent Partial Disability Coverage,80774,Permanent Partial Disability Coverage,4,type1,698050,1,Motorbike,9070975,Medical Coverage,53778,Lost Passport Coverage,2,type2,256112,7,264501,Personal Accident cover,88762,Personal Accident cover,4,type3,6206024,5,2,1,5577022
1000268,543,10:02,comcastbusiness.net',Boise,2020-01-10,1,94,0,1,6,Refferal,linkedin.com,chrome,laptop,lenovo,error: Field 'devicedevicecategory' not found,insurance,9,208-126-2901,silver,male,3,23755.25,unmarried,bike,no,rented,no,shop_owner,286,42,59,26,10,0,Bejsce,50,business,temporary,standard,5/16/2019,26406,23713,77511,44287,69665,51579,17217,49168,98306,28618,35030,77321,4,2,4,10,5,2,5,9,6,3,7,1,20360,others,tech,3608033,42,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,4244064,4,11,1216682,3580986,4,75,101711,2352745,4,95,57794,6789332,0.5,710041,2.5,295210,89,8/7/2019,suzuki,Ankunding and Sons,Duobagou,5228,56844,24,8/6/2019,duke,Abernathy Inc,Oliveira de Frades,3469,74970,27,2/5/2020,hyundai,"Powlowski, Conroy and Cremin",Gainesville,3713,920205,97,10/3/2019,99,537023,14,4/16/2019,5685,hospital,477019,69,7/7/2019,61831,food,631397,79,5/31/2019,5618,mobile,"Turcotte, Ruecker and Bosco",JÄ«t,apple,374026,61,6/6/2019,8014,11/14/2019,11888,59,leisure,others,1/18/2020,360329,2,travel,travel,3/6/2020,556975,71,4/3/2019,305064,37,12/7/2019,597014,76,6/11/2019,824530,95,domestic,59091,Ski Equipment Coverage,4,,2983321,11,1,2,1642262,Domestic help Coverage,444441,Alternative Accommodation Coverage,2,Ancillary Deductible Coverage,9524097,1,Apartment,1858321,Strike Coverage,51460,Off Road Coverage,1,type3,279588,5,Car,4966212,Medical Coverage,54828,Legal Expense Coverage Living Expense Coverage,9,type3,95744,4,189396,Maternity Cover,123952,Personal Accident cover,5,type4,1211676,6,3,1,5235323
1000090,395,17:43,comcast.net',Potou,2020-02-17,4,58,0,1,9,Affiliates,facebook.com,chromium,mobile,samsung,error: Field 'devicedevicecategory' not found,loan,10,437-892-4051,silver,male,1,64605.17,married,car,no,own,no,farmer,723,11,43,19,6,0,Luzino,35,employed,permanent,gold,3/13/2019,91438,15396,62543,11397,90127,35056,71913,49362,46847,54624,81134,85234,1,7,8,10,8,5,6,3,7,10,8,7,21129,hospital,others,4060387,80,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,8939538,4.5,109,1790972,7815611,3,123,827500,1388567,2.5,116,478496,4633137,5.5,9021784,1.5,975992,94,5/31/2019,suzuki,Wisozk-Bartoletti,Simpanganduwet,8095,91307,44,10/11/2019,suzuki,"Schuster, Reilly and Mayer",JaboatÃ£o dos Guararapes,9496,12017,14,1/14/2020,hyundai,Ebert Group,Sruni,2101,353437,26,6/26/2019,40,234897,88,6/13/2019,8442,electronics,270761,85,7/3/2019,388348,IT,403225,66,8/3/2019,7113,other electronics,Lind Inc,Wang Noi,apple,292108,27,9/17/2019,1862,8/28/2019,141112,14,food,others,8/13/2019,870958,21,tech,tech,1/20/2020,748979,93,5/21/2019,679626,82,1/19/2020,98174,36,4/30/2019,154329,67,domestic,18565,,3,,3348666,3,2,2,1540391,Building Damage Coverage,498116,Legal Expense Coverage Living Away Coverage,3,,8110908,2,Apartment,3963386,Breakdown Coverage,63784,Off Road Coverage,4,type2,437501,8,Car,4098291,Medical Coverage,23853,Medical Coverage,10,type1,442845,7,314139,Personal Accident cover,18066,Maternity Cover,2,type3,9374218,11,4,1,7213407
1000273,379,0:02,cox.net',Llano de Piedra,2020-01-14,4,27,0,0,10,Paid,youtube.com,UC browser,tablet,lenovo,error: Field 'devicedevicecategory' not found,deposits,5,554-591-2845,silver,female,1,96933.62,unmarried,car,yes,rented,yes,nurse,477,73,23,53,6,0,Navashino,32,employed,permanent,standard,3/31/2019,82640,18182,35142,76148,62347,17456,14312,55913,14401,41271,23742,38718,10,5,5,4,4,7,6,7,2,2,3,6,29458,hospital,leisure,8781975,27,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,2527455,1.5,185,989644,217629,5.5,107,975195,7700503,1,61,1088391,9105823,3.5,4446026,0.5,185438,54,8/27/2019,suzuki,Gaylord-Wehner,Mae Wang,1158,861946,25,3/31/2019,duke,"Dare, Kilback and Gutkowski",Haoba,5111,96434,67,8/27/2019,tata,"Dickens, Hilpert and Ward",Bealanana,994,825011,64,7/18/2019,69,272725,88,7/1/2019,7952,electronics,308876,20,4/29/2019,780677,IT,142426,64,1/6/2020,6932,laptops,"Funk, Price and Streich",Avignon,samsung,497167,86,6/22/2019,9709,8/20/2019,481947,33,food,leisure,3/14/2020,975718,73,others,hobby,3/21/2019,273219,85,7/27/2019,312114,87,1/10/2020,262738,21,10/30/2019,996864,98,domestic,42307,,4,Sport Equipment Damage Coverage,2482624,5,4,1,4181141,Basic Deductible Coverage Open Content Coverage,460330,Tenant Liability Coverage,1,Legal Expense Coverage Living Away Coverage,5377687,7,Apartment,8905068,Strike Coverage,86992,Accident Coverage,1,type2,930288,9,Car,7100828,Personal Accident Coverage,61060,Lost Passport Coverage,6,type1,305614,6,441880,Maternity Cover,113616,Critical illness cover,10,type4,4505354,1,1,2,7223522
1000371,241,18:03,cox.net',Monkayo,2020-01-21,2,50,1,0,10,Affiliates,facebook.com,UC browser,laptop,lenovo,error: Field 'devicedevicecategory' not found,loan,7,848-223-9881,gold,male,1,88232.24,married,bike,no,own,no,farmer,781,26,82,62,4,0,Taishanmiao,31,employed,temporary,standard,5/14/2019,84455,82669,68859,26686,18481,93289,75214,96809,34665,95170,72870,86111,8,9,4,7,8,4,7,3,4,8,10,8,24127,tech,leisure,3603655,10,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,9529214,5,91,1311043,8673718,1,85,1520457,9692695,4.5,85,145500,2226318,0.5,9324433,5.5,386790,98,2/26/2020,yamaha,"Schmitt, Kohler and Crona",Boulogne-Billancourt,3380,203122,42,11/4/2019,duke,Rippin-Ondricka,Vuka,2383,53563,89,11/15/2019,hyundai,"Streich, Smitham and Rippin",Xibei,764,645705,54,1/25/2020,55,402366,68,2/29/2020,2295,electronics,495398,88,8/2/2019,650224,travel,606772,88,5/17/2019,4711,other electronics,Hermann LLC,Wilczyce,apple,355298,40,4/15/2019,1857,10/24/2019,748161,23,tech,travel,2/5/2020,626167,34,tech,tech,10/18/2019,814622,64,5/20/2019,285405,28,8/22/2019,672712,28,12/2/2019,174813,27,domestic,37194,Identity Theft Coverage,5,Legal Expense Coverage,3294910,8,2,2,2335428,,374930,Domestic help Coverage,3,Ancillary Deductible Coverage,1098329,7,Apartment,2984677,Accident Coverage,65261,Damage Towing Coverage,3,type5,829588,9,Motorbike,7977182,Medical Coverage,75008,Legal Expense Coverage Living Expense Coverage,3,type2,76477,9,202577,Hospital cash,111629,Critical illness cover,4,type2,9208960,8,4,1,4677371
1000152,337,14:11,comcastbusiness.net',Rockford,2020-01-19,2,76,1,1,6,Paid,youtube.com,opera,tablet,apple,error: Field 'devicedevicecategory' not found,deposits,2,815-310-8251,gold,male,5,32575.9,unmarried,car,yes,rented,yes,engineer,270,57,88,71,13,1,Gudauta,27,employed,temporary,gold,3/17/2019,84507,61597,65858,82511,44484,74465,19392,44073,19619,53419,92454,63248,1,1,9,7,5,8,6,3,1,4,4,7,26434,food,tech,6890799,80,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3273088,3.5,126,955247,7175094,0.5,19,1694723,5979648,5,149,1080277,4566964,0.5,4237481,2,389265,12,5/7/2019,duke,"Doyle, Graham and Cartwright",SabhÄ,5344,658101,76,3/4/2020,yamaha,"Stroman, Douglas and Friesen",ThatÃ¨ng,1719,76034,96,10/19/2019,maruti,Witting-Willms,Pogonsili,8446,237976,51,6/22/2019,65,538222,54,1/5/2020,1706,hospital,953637,64,1/16/2020,473007,IT,478593,15,6/23/2019,2816,mobile,Hayes Inc,Soba,huwaei,755340,80,3/12/2020,2853,8/18/2019,777999,74,tech,hobby,3/24/2019,679927,70,leisure,travel,1/7/2020,118531,42,1/12/2020,205377,82,8/5/2019,625157,2,5/24/2019,534046,1,domestic,41424,,2,Repatriation of Remains Coverage,2330709,4,4,1,1761660,Alternative Accommodation Coverage,733019,Domestic help Coverage,4,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,2921264,12,Villa,1138402,Third Party Liability Coverage,38608,Electronic Equipment Coverage,2,type5,753623,5,Car,5270238,Lost Passport Coverage,66382,Legal Expense Coverage Living Expense Coverage,9,type1,167313,7,196638,Personal Accident cover,79167,Maternity Cover,3,type4,3326364,10,1,2,3196846
1000323,324,3:57,comcast.net',Kass Wollof,2020-01-08,5,65,1,0,8,Display,google.com,chromium,mobile,apple,error: Field 'devicedevicecategory' not found,insurance,1,607-268-4109,silver,male,0,52904.96,married,bike,no,rented,no,teacher,361,100,85,87,15,1,Ranong,52,employed,permanent,gold,3/19/2019,53036,61406,15140,31063,93659,91815,52696,82181,45888,56751,34616,12556,3,4,5,7,7,6,10,7,7,8,7,8,25766,others,travel,6561388,4,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,8504174,3,108,837675,5025352,0.5,179,1365846,8971168,6,148,731158,2948550,2.5,7141249,1.5,285761,56,4/28/2019,tvs,Wiegand-Batz,RÄ™dziny,7747,667610,89,1/21/2020,yamaha,Cormier LLC,Itapemirim,7258,47333,73,9/3/2019,hyundai,Heathcote-Mitchell,QuwaysinÄ,1029,60314,22,5/12/2019,12,203457,73,8/26/2019,9863,travel,790945,61,5/29/2019,349119,trade,610477,90,10/23/2019,5671,mobile,Boehm-Metz,Pangradin Satu,redmi,471472,23,4/30/2019,8524,2/12/2020,622158,20,tech,food,2/25/2020,678111,96,leisure,food,8/22/2019,200323,7,7/29/2019,117179,80,5/14/2019,345671,12,3/11/2020,252730,53,domestic,22687,Hotel Cancellation Coverage,2,Delayed Flight Cancellation Coverage,1144463,3,2,2,3422091,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,847343,Alternative Accommodation Coverage,2,,6234272,3,Apartment,8881479,First Aid Expenses Coverage Legal Expense Coverage,22576,Life Coverage PassengersFull Loss Damage Coverage,3,type2,451260,12,Car,9439624,Medical Coverage,84210,Lost Passport Coverage,9,type3,378465,5,99586,Hospital cash,135596,Maternity Cover,1,type1,1243067,12,2,2,8854490
1000085,263,21:30,verizon.net',Āstārā,2020-03-01,5,74,0,1,7,Affiliates,youtube.com,brave,laptop,micromax,error: Field 'devicedevicecategory' not found,accounts,4,527-932-4094,gold,male,5,99368.33,married,bike,no,rented,no,technicians,372,96,77,55,1,0,Longxi,49,employed,temporary,gold,6/13/2019,55122,54192,92751,71875,96184,96254,60273,70250,67780,99766,93357,79700,7,1,9,6,9,7,7,8,8,10,4,8,28128,leisure,tech,9248827,96,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,893900,2.5,39,1716213,3551052,1.5,170,1632654,2380572,4,186,207271,2053896,4,8841658,4,154602,38,2/18/2020,suzuki,Watsica LLC,Khoronkâ€™,1458,602388,38,9/12/2019,yamaha,Harris-Bode,Zhengchang,2881,25593,63,5/3/2019,maruti,Hauck-Bailey,Lescar,3881,119653,86,5/5/2019,66,117092,90,5/24/2019,6745,hospital,999303,92,1/4/2020,157823,food,978365,32,11/2/2019,10000,other electronics,Kutch-Pollich,Kawengan,huwaei,548822,21,11/25/2019,4703,9/21/2019,702850,39,others,leisure,1/3/2020,767803,24,others,others,9/13/2019,538826,1,8/22/2019,935960,47,11/28/2019,19772,3,7/10/2019,928788,47,domestic,56315,Hazardous Sports Coverage,2,Piste Closure Coverage,3710341,5,1,1,2720148,Basic Deductible Coverage Open Content Coverage,187127,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,3,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,3223115,8,Villa,6992628,Damage Towing Coverage,11160,Windscreen Damage Coverage,4,type4,636873,8,Motorbike,5115536,Legal Expense Coverage Living Expense Coverage,48783,Accidental Death Coverage,1,type4,427786,7,193584,Critical illness cover,72942,Personal Accident cover,6,type5,2863752,12,2,1,6790011
